ens_gene	Symbol	Uniq_syms	entrez	Gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000106605.11	BLVRA	BLVRA	644	biliverdin reductase A	470.92656726061955	0.0349681281263053	0.10371926009540934	0.6412290353996888	0.8569435707545666
ENSG00000273156.2	NA	ENSG00000273156.2	NA	NA	3.29565022669182	0.04238251594496027	0.305831815586173	0.6412443258108832	NA
ENSG00000029534.20	ANK1	ANK1	286	ankyrin 1	85.13352440795445	-0.044806636449281845	0.2021415093897102	0.6412525957295552	0.8569435707545666
ENSG00000100926.15	TM9SF1	TM9SF1	10548	transmembrane 9 superfamily member 1	78.2543225968953	0.04011930605838577	0.1365487898311072	0.6413068125574004	0.8569435707545666
ENSG00000240489.1	NA	ENSG00000240489.1	NA	NA	7.58841528886513	0.04540123647297967	0.24108714571737602	0.6413409887536115	0.8569435707545666
ENSG00000221878.13	PSG7	PSG7	5676	pregnancy specific beta-1-glycoprotein 7	6.549525266263297	-0.04131239155886527	0.3174135901951149	0.6413539749326297	0.8569435707545666
ENSG00000198464.14	ZNF480	ZNF480	147657	zinc finger protein 480	288.7073506241102	-0.03900772733238833	0.12773177301200334	0.6414024676080622	0.8569435707545666
ENSG00000234567.1	NA	ENSG00000234567.1	NA	NA	3.992765189749326	0.044699556685382606	0.26911986459869175	0.6414176981655302	0.8569435707545666
ENSG00000282995.1	NA	ENSG00000282995.1	NA	NA	9.179316891235816	-0.039997279768629594	0.32979547735224113	0.6415101300120999	0.8569447016101299
ENSG00000250786.2	SNHG18	SNHG18	100505806	small nucleolar RNA host gene 18	347.92335829490867	-0.04203575738993563	0.15629054793885516	0.6415177739589497	0.8569447016101299
ENSG00000229780.1	UBE2Q1-AS1	UBE2Q1-AS1	100874097	UBE2Q1 antisense RNA 1	3.369490823328372	0.043752163764911554	0.2866347275624912	0.6416003521878471	NA
ENSG00000084072.17	PPIE	PPIE	10450	peptidylprolyl isomerase E	626.9464004476558	-0.030066816459560754	0.08374965589397716	0.6416228177699674	0.8570187385757387
ENSG00000141391.14	PRELID3A	PRELID3A	10650	PRELI domain containing 3A	97.81189471094076	-0.04014929598123653	0.13725320478348046	0.6417225095340817	0.8570856158886994
ENSG00000226088.1	LINC03102	LINC03102	102724548	long intergenic non-protein coding RNA 3102	1.9146276920552987	0.04010422191555915	0.32850766739947607	0.6417822015607184	NA
ENSG00000278030.1	TRBV7-9	TRBV7-9	28589	T cell receptor beta variable 7-9	11.030381947475874	0.04436318046239096	0.2752326544341267	0.6418155529900957	0.8571436040551252
ENSG00000213967.11	ZNF726	ZNF726	730087	zinc finger protein 726	5.851195049339476	-0.04474239344371153	0.26627707203349543	0.6419202989564431	0.8572172107295256
ENSG00000106733.21	NMRK1	NMRK1	54981	nicotinamide riboside kinase 1	247.49322947129687	0.038132699702636504	0.12207524477477079	0.6420226513708333	0.8572876099325112
ENSG00000170871.12	KIAA0232	KIAA0232	9778	KIAA0232	1285.5547196782722	-0.03336795027196944	0.09683123492862192	0.6420840567969306	0.8573029598365207
ENSG00000224940.8	PRRT4	PRRT4	401399	proline rich transmembrane protein 4	2.491643383494218	0.0422452402307279	0.30601145972914345	0.6421318670222655	NA
ENSG00000287401.1	NA	ENSG00000287401.1	NA	NA	4.455687059227805	0.044596805784194046	0.2691374855704538	0.6421334177515672	0.8573029598365207
ENSG00000213619.10	NDUFS3	NDUFS3	4722	NADH:ubiquinone oxidoreductase core subunit S3	538.5449363562063	-0.03325669191976556	0.0964122393438232	0.6422228204767824	0.8573560484831493
ENSG00000276718.1	NA	ENSG00000276718.1	NA	NA	5.341170750139828	-0.044674456222833545	0.26671939559894636	0.6422763253684076	0.8573612096578667
ENSG00000146005.4	PSD2	PSD2	84249	pleckstrin and Sec7 domain containing 2	2.4392984169387657	0.04263655207421471	0.30053773888879637	0.6425355800526766	NA
ENSG00000188825.14	LINC00910	LINC00910	100130581	long intergenic non-protein coding RNA 910	56.26805292681523	-0.043677873623838306	0.1819865922191296	0.6426080593868553	0.8576231565714129
ENSG00000197927.13	NBEAP2	NBEAP2	100418881	neurobeachin pseudogene 2	16.883870807702834	0.04509583252041757	0.2194585802661736	0.6426179336573407	0.8576231565714129
ENSG00000074266.21	EED	EED	8726	embryonic ectoderm development	226.7649810623618	-0.036197122369607496	0.11079474171408595	0.6426343562418101	0.8576231565714129
ENSG00000008869.12	HEATR5B	HEATR5B	54497	HEAT repeat containing 5B	701.0720245282156	0.02808432069642262	0.07724552575268709	0.6426711738943838	0.8576231565714129
ENSG00000173511.9	VEGFB	VEGFB	7423	vascular endothelial growth factor B	1702.8936022075407	0.026373126414087383	0.07176090071378026	0.6427475782372973	0.8576350433614806
ENSG00000230415.1	NA	ENSG00000230415.1	NA	NA	11.83746249888517	-0.04520486704962014	0.23052895004405297	0.6427793907083352	0.8576350433614806
ENSG00000234118.1	RPL13AP6	RPL13AP6	644511	ribosomal protein L13a pseudogene 6	1.4600303228860423	0.03964703444274292	0.33135575779455434	0.6428420174780356	NA
ENSG00000205629.12	LCMT1	LCMT1	51451	leucine carboxyl methyltransferase 1	359.7526011894264	0.030191538067278288	0.08459663331352177	0.6428462071458704	0.8576403089815798
ENSG00000141753.7	IGFBP4	IGFBP4	3487	insulin like growth factor binding protein 4	73945.22689147659	-0.045193655982712994	0.23121490859136692	0.6428826470810858	0.8576403089815798
ENSG00000165837.12	ERICH6B	ERICH6B	220081	glutamate rich 6B	2.0205253760414283	0.03816937921935309	0.34351699195382346	0.6429164475062712	NA
ENSG00000231690.3	LINC00574	LINC00574	80069	long intergenic non-protein coding RNA 574	1.6932716839594977	0.03719475369673944	0.35077776249921255	0.6429478819686507	NA
ENSG00000166839.17	ANKDD1A	ANKDD1A	348094	ankyrin repeat and death domain containing 1A	378.9129602185505	-0.04047766202722379	0.14167005352911904	0.6429821482449485	0.857706801396876
ENSG00000132196.14	HSD17B7	HSD17B7	51478	hydroxysteroid 17-beta dehydrogenase 7	77.03100872985627	-0.04081770186250479	0.14506791939417613	0.643041225765683	0.8577193645397232
ENSG00000183022.5	NA	ENSG00000183022.5	NA	NA	1.2085513716683631	0.0379294448575011	0.34520770204113893	0.6430791182667448	NA
ENSG00000102977.16	ACD	ACD	65057	ACD shelterin complex subunit and telomerase recruitment factor	217.8594173849363	-0.03555429113769007	0.10772438411253803	0.6432496478860331	0.8577703397731788
ENSG00000009844.16	VTA1	VTA1	51534	vesicle trafficking 1	841.262170698527	-0.029091713899940426	0.08083232363813288	0.6432703589954665	0.8577703397731788
ENSG00000224014.1	NA	ENSG00000224014.1	NA	NA	1.3872276240114418	-0.037648405957924805	0.3470669082940752	0.6433602086709815	NA
ENSG00000257270.1	NA	ENSG00000257270.1	NA	NA	14.721598341733216	-0.04471979008155164	0.20869113500805436	0.6434467336566323	0.8577703397731788
ENSG00000104324.16	CPQ	CPQ	10404	carboxypeptidase Q	1435.0588214168483	-0.03631718836909384	0.11198074679783886	0.6434918634435142	0.8577703397731788
ENSG00000163626.16	COX18	COX18	285521	cytochrome c oxidase assembly factor COX18	237.51303923360405	-0.03348726541062028	0.09798145366346761	0.6435153137229763	0.8577703397731788
ENSG00000068400.13	GRIPAP1	GRIPAP1	56850	GRIP1 associated protein 1	592.1611916137858	-0.032259736171156746	0.09278832196026994	0.6435429412607652	0.8577703397731788
ENSG00000279026.1	NA	ENSG00000279026.1	NA	NA	8.643931471601539	0.04504551690634092	0.24496874788242193	0.6435691222860125	0.8577703397731788
ENSG00000215283.3	NA	ENSG00000215283.3	NA	NA	2.193584254366123	-0.041174833921264774	0.3157318676382477	0.6435729161264692	NA
ENSG00000039139.9	DNAH5	DNAH5	1767	dynein axonemal heavy chain 5	203.41307848076832	-0.04319587887359886	0.17605463849159556	0.6435850346020577	0.8577703397731788
ENSG00000115808.12	STRN	STRN	6801	striatin	847.5294547654636	0.03407588850375726	0.10067200141161797	0.6435899692575484	0.8577703397731788
ENSG00000106009.16	BRAT1	BRAT1	221927	BRCA1 associated ATM activator 1	435.57045665399033	-0.037065508500878856	0.11642741429601682	0.6436172822383299	0.8577703397731788
ENSG00000227006.2	LOC124904542	LOC124904542	124904542	uncharacterized LOC124904542	6.059763740055939	-0.044744051550938295	0.2590772263812567	0.6436257297047474	0.8577703397731788
ENSG00000261326.4	NA	ENSG00000261326.4	NA	NA	71.22450952278953	-0.04142604153134307	0.15246731719144882	0.6437131615879785	0.8578206717805389
ENSG00000134028.14	ADAMDEC1	ADAMDEC1	27299	ADAM like decysin 1	4.134210091786074	-0.042956318517648195	0.2938644051872247	0.6438251120106935	0.857863443236342
ENSG00000273045.6	C2orf15	C2orf15	150590	chromosome 2 open reading frame 15	3.586347219700066	0.03989623877236015	0.327936316803188	0.643834165259908	NA
ENSG00000141027.21	NCOR1	NCOR1	9611	nuclear receptor corepressor 1	2718.1859625639217	0.03487790239369776	0.10462262283278198	0.6438445932533987	0.857863443236342
ENSG00000197385.6	ZNF860	ZNF860	344787	zinc finger protein 860	5.193024634733416	0.04478946703925716	0.2559639697531439	0.6439098299362076	0.8578841856416366
ENSG00000073417.15	PDE8A	PDE8A	5151	phosphodiesterase 8A	661.6541667287842	0.029677489245537765	0.08311835262252072	0.6439963372228821	0.8579332615899437
ENSG00000233057.1	EEF1A1P14	EEF1A1P14	647167	eukaryotic translation elongation factor 1 alpha 1 pseudogene 14	1.7772598210816715	0.03944934159208409	0.33167971128879653	0.6440736719436453	NA
ENSG00000212452.1	SNORD69	SNORD69	692109	small nucleolar RNA, C/D box 69	1.6916711805041615	0.03991178484548359	0.3273809327711858	0.644173306196661	NA
ENSG00000103044.11	HAS3	HAS3	3038	hyaluronan synthase 3	15.304566917359992	0.04478470202218543	0.21675555609556815	0.6444495194812974	0.8584707774549566
ENSG00000267498.2	UQCRFS1-DT	UQCRFS1-DT	105372352	UQCRFS1 divergent transcript	3.569481198426049	-0.042401579594114905	0.2996937466889461	0.6447101287189079	NA
ENSG00000140323.6	DISP2	DISP2	85455	dispatched RND transporter family member 2	44.33865020730075	-0.04492020777359802	0.22907733190851517	0.6447208312181419	0.8587659594971657
ENSG00000257222.1	NA	ENSG00000257222.1	NA	NA	2.4933152348532754	-0.04216755176724117	0.3026195122007702	0.6447339425411074	NA
ENSG00000179715.13	PCED1B	PCED1B	91523	PC-esterase domain containing 1B	20.37949943991022	0.044148805094045944	0.19811258463552314	0.6448795376761393	0.8589111177315143
ENSG00000170270.5	GON7	GON7	84520	GON7 subunit of KEOPS complex	75.04249064633562	0.04010784468068213	0.14058245099077496	0.6450478910375719	0.8590074411731565
ENSG00000014919.12	COX15	COX15	1355	cytochrome c oxidase assembly homolog COX15	395.4407736802496	-0.03341620776636186	0.0983581953076241	0.6450566189901814	0.8590074411731565
ENSG00000255517.6	NA	ENSG00000255517.6	NA	NA	26.730328003270568	0.04352458246945006	0.18539943690367727	0.6451174893512622	0.8590074411731565
ENSG00000137770.14	CTDSPL2	CTDSPL2	51496	CTD small phosphatase like 2	467.5009219524654	-0.03265321370521914	0.09507987597997625	0.6451507947486212	0.8590074411731565
ENSG00000269343.8	ZNF587B	ZNF587B	100293516	zinc finger protein 587B	101.1263473884846	-0.03833721133798455	0.12610125380218623	0.6452161677519546	0.8590282624999429
ENSG00000124678.19	TCP11	TCP11	6954	t-complex 11	1.8478600425188334	-0.03715070110483805	0.34899347155822485	0.645269201195976	NA
ENSG00000074276.10	CDHR2	CDHR2	54825	cadherin related family member 2	4.3140406110812	-0.044124142691710694	0.26954195269421943	0.6453377383920029	0.8591238952910956
ENSG00000281883.1	NA	ENSG00000281883.1	NA	NA	1.5261559251507042	-0.0387224400127528	0.33644636621443286	0.6454199830674001	NA
ENSG00000230290.1	NA	ENSG00000230290.1	NA	NA	1.5890857057319963	0.03800611409078771	0.3422735440131591	0.64544983356701	NA
ENSG00000275793.1	RIMBP3	RIMBP3	85376	RIMS binding protein 3	3.151270148721871	-0.040506166082573854	0.31999322919532175	0.6454667322300043	NA
ENSG00000259251.2	NA	ENSG00000259251.2	NA	NA	2.076753987362642	-0.04001035380276803	0.32484884978351425	0.645467947115649	NA
ENSG00000235298.1	NA	ENSG00000235298.1	NA	NA	2.391688870037969	0.04159358955749698	0.30827740063208875	0.6454752058732396	NA
ENSG00000170421.12	KRT8	KRT8	3856	keratin 8	40.95016681819843	-0.0443256715415172	0.26376639415267955	0.6454957567171815	0.859156820879378
ENSG00000229152.2	NA	ENSG00000229152.2	NA	NA	137.8866331533869	-0.04118718826801866	0.15237823399185274	0.6455308951511158	0.859156820879378
ENSG00000196597.13	ZNF782	ZNF782	158431	zinc finger protein 782	50.70141149217359	0.04095346365860257	0.14976947202085406	0.6455309295295424	0.859156820879378
ENSG00000172350.10	ABCG4	ABCG4	64137	ATP binding cassette subfamily G member 4	8.508119966668202	-0.04482125395279014	0.23411942813806866	0.6455614417191158	0.859156820879378
ENSG00000145293.16	ENOPH1	ENOPH1	58478	enolase-phosphatase 1	407.01212831456445	-0.03495550391468939	0.1059708094248438	0.6456557585277114	0.8592103311781236
ENSG00000280079.1	NA	ENSG00000280079.1	NA	NA	1.285303172137321	0.03755147774704094	0.3455990045447366	0.6456726520550047	NA
ENSG00000170469.10	SPATA24	SPATA24	202051	spermatogenesis associated 24	26.24758947665606	-0.04250630518675433	0.16991162311019112	0.6457881669119956	0.8592103311781236
ENSG00000144591.18	GMPPA	GMPPA	29926	GDP-mannose pyrophosphorylase A	670.12607871624	-0.03840957731677667	0.1271323479028094	0.645792178523623	0.8592103311781236
ENSG00000288106.1	NA	ENSG00000288106.1	NA	NA	6.610638387105225	-0.04382956569265887	0.27455541642954495	0.6458139604670373	0.8592103311781236
ENSG00000277999.1	NA	ENSG00000277999.1	NA	NA	1.1439939809383977	0.03570036071276247	0.3586304238109857	0.6458858771842042	NA
ENSG00000180806.5	HOXC9	HOXC9	3225	homeobox C9	8.414269731470531	0.04258618253687395	0.2950042441784317	0.6459016201836769	0.8592103311781236
ENSG00000017427.16	IGF1	IGF1	3479	insulin like growth factor 1	201.92025665730844	-0.04382636095194443	0.19388707540260958	0.645923201220451	0.8592103311781236
ENSG00000183474.15	GTF2H2C	GTF2H2C	728340	GTF2H2 family member C	66.95519217166515	-0.040906626390832986	0.14992794806516507	0.6460167805174248	0.8592103311781236
ENSG00000173137.12	ADCK5	ADCK5	203054	aarF domain containing kinase 5	111.30207683927931	0.03780136059606842	0.12297270828098014	0.646031321149699	0.8592103311781236
ENSG00000230797.3	YY2	YY2	404281	YY2 transcription factor	16.866934779307424	-0.044592017968898966	0.21835996169478114	0.646049361452657	0.8592103311781236
ENSG00000129515.20	SNX6	SNX6	58533	sorting nexin 6	2054.009139124447	0.02443361676933265	0.06660233112317915	0.646111584962268	0.8592269245047961
ENSG00000085733.16	CTTN	CTTN	2017	cortactin	9378.809128505478	0.02502875280899253	0.06842961713755531	0.6462114682954321	0.8592935930709602
ENSG00000184730.11	APOBR	APOBR	55911	apolipoprotein B receptor	1.36912915073963	-0.03770514695719177	0.34382874463842383	0.6462679086469785	NA
ENSG00000286443.1	NA	ENSG00000286443.1	NA	NA	1.7048728535428292	-0.04030582669187876	0.32091287745008823	0.6462808836064984	NA
ENSG00000249258.2	NA	ENSG00000249258.2	NA	NA	3.178111691872606	0.042498205267452425	0.2954704054602959	0.6462936441607268	NA
ENSG00000287516.1	NA	ENSG00000287516.1	NA	NA	36.830134512571746	-0.04463821281710265	0.24632635043582501	0.6463033044524965	0.8593297258926667
ENSG00000119778.15	ATAD2B	ATAD2B	54454	ATPase family AAA domain containing 2B	254.99932724315408	-0.03185110628711187	0.0922381708501693	0.6463671986685189	0.8593297258926667
ENSG00000159592.11	GPBP1L1	GPBP1L1	60313	GC-rich promoter binding protein 1 like 1	1217.9428521801271	0.02792998462254437	0.0777925840685385	0.6464468456741456	0.8593297258926667
ENSG00000285043.1	LOC112694756	LOC112694756	112694756	uncharaterized LOC112694756	26.315489918210915	-0.042836817481797566	0.1764914447124136	0.6464768260981246	0.8593297258926667
ENSG00000095370.20	SH2D3C	SH2D3C	10044	SH2 domain containing 3C	4.178200882327049	0.04050556724037352	0.31853307325586955	0.646546335576647	0.8593297258926667
ENSG00000122547.11	EEPD1	EEPD1	80820	endonuclease/exonuclease/phosphatase family domain containing 1	205.18087205599744	-0.040680890645217675	0.14825114934216044	0.6465824459140856	0.8593297258926667
ENSG00000139266.6	MARCHF9	MARCHF9	92979	membrane associated ring-CH-type finger 9	174.99648918210676	0.03943224198614511	0.13615517871530358	0.6465869104736623	0.8593297258926667
ENSG00000196557.13	CACNA1H	CACNA1H	8912	calcium voltage-gated channel subunit alpha1 H	45.98919595059328	-0.03712137965874568	0.3479051358739564	0.6466783562339742	0.8593851326362393
ENSG00000216809.1	NA	ENSG00000216809.1	NA	NA	13.638739020793126	-0.04435364595959617	0.21231090444540515	0.6467856022656371	0.8594308080682268
ENSG00000265752.3	LINC02958	LINC02958	107985181	long intergenic non-protein coding RNA 2958	7.922098366400879	-0.0445457412146744	0.24757148012987037	0.6468257282731582	0.8594308080682268
ENSG00000236480.1	NA	ENSG00000236480.1	NA	NA	1.5740863277252313	-0.03555239627730615	0.3588405020395624	0.6468523625109379	NA
ENSG00000256238.1	SUPT16HP1	SUPT16HP1	400011	SPT16 homolog, facilitates chromatin remodeling subunit pseudogene 1	6.89054459258457	-0.04374307415635293	0.27323944183616866	0.6468673093403473	0.8594308080682268
ENSG00000078808.17	SDF4	SDF4	51150	stromal cell derived factor 4	4719.397274130465	0.027508656088339176	0.07651041161061774	0.6469117609828055	0.8594308080682268
ENSG00000136710.10	VMA22	VMA22	84317	vacuolar ATPase assembly factor VMA22	654.9406881430158	-0.029189659792184724	0.08233768146955288	0.6470272585685684	0.8594690188859324
ENSG00000154719.13	MRPL39	MRPL39	54148	mitochondrial ribosomal protein L39	205.7421647556861	0.03490991480643988	0.10654057787609596	0.6471312542831935	0.8594690188859324
ENSG00000108094.15	CUL2	CUL2	8453	cullin 2	815.3771419822818	0.02683268351313088	0.07434453019700873	0.6471332706193779	0.8594690188859324
ENSG00000204362.6	LINC02783	LINC02783	400743	long intergenic non-protein coding RNA 2783	1.2686532052262354	0.03320703270534042	0.37299768797833033	0.6471656842180095	NA
ENSG00000196976.7	LAGE3	LAGE3	8270	L antigen family member 3	157.19388546807895	-0.03806101069512289	0.1257623283530782	0.6471799030111822	0.8594690188859324
ENSG00000268182.6	SMIM17	SMIM17	147670	small integral membrane protein 17	8.492210638159976	0.04407623385165655	0.2639212473784029	0.647212928792997	0.8594690188859324
ENSG00000166575.17	TMEM135	TMEM135	65084	transmembrane protein 135	377.8517900141045	-0.030879112143292912	0.08871377780265417	0.6472810504673479	0.8594690188859324
ENSG00000109475.16	RPL34	RPL34	6164	ribosomal protein L34	5650.4796851038755	0.037386007955479354	0.12113199058835504	0.6472888488691645	0.8594690188859324
ENSG00000269821.1	KCNQ1OT1	KCNQ1OT1	10984	KCNQ1 opposite strand/antisense transcript 1	231.6213470703642	-0.039187323091188823	0.1349397304526119	0.6474547309370866	0.8596231926162933
ENSG00000164615.5	CAMLG	CAMLG	819	calcium modulating ligand	1021.393799749019	0.03571873274263329	0.11115710693557637	0.6476079241287257	0.8597604969678209
ENSG00000226800.5	CACTIN-AS1	CACTIN-AS1	404665	CACTIN antisense RNA 1	9.599362817516418	0.04434758052361069	0.2515857031561101	0.6477170958335192	0.8598393420364726
ENSG00000216285.5	NA	ENSG00000216285.5	NA	NA	2.1777112326645893	-0.03926450226221171	0.3290404985710602	0.6477327922757867	NA
ENSG00000261115.6	TMEM178B	TMEM178B	100507421	transmembrane protein 178B	30.0005818725588	0.04406487973487982	0.26175957587211734	0.6478111342113543	0.8598724699193714
ENSG00000249207.2	NA	ENSG00000249207.2	NA	NA	7.780062378333193	-0.0441668357981213	0.2578181444910971	0.6479337831082428	0.8598724699193714
ENSG00000138750.15	NUP54	NUP54	53371	nucleoporin 54	623.4282267003485	0.02656489991717041	0.07368487480737536	0.6479344675328458	0.8598724699193714
ENSG00000114942.14	EEF1B2	EEF1B2	1933	eukaryotic translation elongation factor 1 beta 2	4957.859639992841	-0.03481533478934824	0.10650948988748075	0.6479627509018694	0.8598724699193714
ENSG00000231742.6	LINC01273	LINC01273	101927541	long intergenic non-protein coding RNA 1273	10.416634237558617	0.04447249991473629	0.23761997970161342	0.6479909720050103	0.8598724699193714
ENSG00000145284.12	SCD5	SCD5	79966	stearoyl-CoA desaturase 5	511.0715137255745	0.03728573958227711	0.12107175862806345	0.6480856216877349	0.8599320010594266
ENSG00000003509.16	NDUFAF7	NDUFAF7	55471	NADH:ubiquinone oxidoreductase complex assembly factor 7	296.84439344909345	-0.03210462141902544	0.09403879256290158	0.6482250321695424	0.8600509107107341
ENSG00000183971.8	NPW	NPW	283869	neuropeptide W	1.8742316335358216	-0.03942408162157163	0.32695721262951766	0.6482278510441981	NA
ENSG00000092978.11	GPATCH2	GPATCH2	55105	G-patch domain containing 2	263.9422285540955	0.031013027438600037	0.08962285277062276	0.648321592651635	0.8601129540117551
ENSG00000260022.1	NA	ENSG00000260022.1	NA	NA	3.5261160947706944	-0.043276909248021835	0.2774971808280666	0.6486915461698575	NA
ENSG00000179818.14	NA	ENSG00000179818.14	NA	NA	227.05862370059901	0.03417753781647034	0.1036962990438276	0.6487219452783941	0.8605779906949633
ENSG00000275993.3	LOC102724428	LOC102724428	102724428	salt inducible kinase 1B (putative)	5.292349651917139	0.04014850463071065	0.3190106826186787	0.6488729052127429	0.860712143371054
ENSG00000119812.19	FAM98A	FAM98A	25940	family with sequence similarity 98 member A	1018.6790053622216	0.0312923746768754	0.09098188854462325	0.6489619018003963	0.860764089072066
ENSG00000033100.16	CHPF2	CHPF2	54480	chondroitin polymerizing factor 2	2177.2657453540955	0.03414013687024264	0.10366803985396142	0.6490247533350195	0.8607813514245917
ENSG00000196890.4	H2BC26	H2BC26	128312	H2B clustered histone 26	4.306342293110176	-0.04355172742024492	0.270534381843879	0.6490815347389325	0.8607905611187685
ENSG00000214973.3	NA	ENSG00000214973.3	NA	NA	1.8352535313930936	-0.03893849081171821	0.33027032731816924	0.6492008340206337	NA
ENSG00000135636.14	DYSF	DYSF	8291	dysferlin	2.9470624091389834	-0.04079859186630217	0.31154319666698893	0.6492207020976064	NA
ENSG00000127399.15	LRRC61	LRRC61	65999	leucine rich repeat containing 61	4.761623252856443	-0.043327503031913864	0.27492127832629204	0.64924621581749975	0.8609202661082006
ENSG00000254461.1	NA	ENSG00000254461.1	NA	NA	10.536588125569171	0.04427730098957967	0.22934704946103943	0.6492790288516339	0.8609202661082006
ENSG00000269713.7	NBPF9	NBPF9	400818	NBPF member 9	664.7740665924051	-0.03705950849907185	0.12052115894827625	0.649344738230131	0.8609296868148983
ENSG00000230537.2	LOC105379829	LOC105379829	105379829	uncharacterized LOC105379829	2.196982717039872	-0.04000821364637894	0.3198021211642831	0.6493456973602807	NA
ENSG00000287509.1	NA	ENSG00000287509.1	NA	NA	5.27794496387186	0.04359199155715084	0.2683841009568536	0.6494345889019648	0.8609296868148983
ENSG00000272923.1	NA	ENSG00000272923.1	NA	NA	13.984785840095823	0.04375157177499253	0.20451351373771928	0.6494644880547321	0.8609296868148983
ENSG00000162946.22	DISC1	DISC1	27185	DISC1 scaffold protein	77.44818689805324	-0.04112719937926561	0.15768659013474798	0.6494855152384278	0.8609296868148983
ENSG00000264425.1	MIR4653	MIR4653	100616117	microRNA 4653	1.487966495488716	-0.038692850205930385	0.33207423551991383	0.6495510388592145	NA
ENSG00000259250.1	NA	ENSG00000259250.1	NA	NA	12.077373912414233	0.04418492684470949	0.22387661615384388	0.6495663787811425	0.8609707999622358
ENSG00000254042.2	NA	ENSG00000254042.2	NA	NA	3.186666493709753	-0.04146170958221413	0.3031372443763276	0.6495777431639373	NA
ENSG00000233382.7	NA	ENSG00000233382.7	NA	NA	11.76154056143531	-0.044024846221411666	0.21556839218251211	0.649689862618558	0.8610683937344793
ENSG00000124251.11	TP53TG5	TP53TG5	27296	TP53 target 5	11.564618905023032	-0.044218656539986176	0.23796094882712363	0.6497739103183109	0.8611137097381927
ENSG00000196420.7	S100A5	S100A5	6276	S100 calcium binding protein A5	3.400398124471276	0.041858404360426246	0.2976046107934665	0.6497943552048816	NA
ENSG00000141012.13	GALNS	GALNS	2588	galactosamine (N-acetyl)-6-sulfatase	621.3731281261448	0.038787928918544747	0.13400495812486593	0.6498660820156501	0.8611697843006221
ENSG00000177485.7	ZBTB33	ZBTB33	10009	zinc finger and BTB domain containing 33	473.4752854736897	0.03471103286243382	0.10709752253136312	0.650001503620502	0.8612793645802246
ENSG00000149679.11	CABLES2	CABLES2	81928	Cdk5 and Abl enzyme substrate 2	177.76052720649497	-0.035461396321107265	0.11120862910277335	0.6500485060599703	0.8612793645802246
ENSG00000118162.14	KPTN	KPTN	11133	kaptin, actin binding protein	110.54539622011612	0.039184486408186725	0.13785341361722658	0.6501902475039514	0.8613495517581234
ENSG00000279457.4	NA	ENSG00000279457.4	NA	NA	41.05855241275325	-0.04216924015494058	0.1737524879863055	0.6502315620795869	0.8613495517581234
ENSG00000187514.16	PTMA	PTMA	5757	prothymosin alpha	5709.139363034635	-0.0405672471518127	0.15223140148590236	0.6503221181755642	0.8613495517581234
ENSG00000116120.11	FARSB	FARSB	10056	phenylalanyl-tRNA synthetase subunit beta	445.1918936706227	0.03272210597841058	0.09764403840516622	0.650359260599075	0.8613495517581234
ENSG00000213757.3	RPS3AP20	RPS3AP20	643932	RPS3A pseudogene 20	9.271417438643647	0.04414100235620716	0.23386205517296058	0.6503626330274956	0.8613495517581234
ENSG00000117834.12	SLC5A9	SLC5A9	200010	solute carrier family 5 member 9	16.917587689413473	0.043301386969847803	0.1959658555007592	0.6504110669873502	0.8613495517581234
ENSG00000157833.13	GAREM2	GAREM2	150946	GRB2 associated regulator of MAPK1 subtype 2	183.60061209673245	0.038426245843920036	0.13163400347994553	0.6505210782931273	0.8613495517581234
ENSG00000107290.14	SETX	SETX	23064	senataxin	3079.2940351858992	0.02815207105043808	0.07974899877777221	0.6505266388496498	0.8613495517581234
ENSG00000268049.1	NA	ENSG00000268049.1	NA	NA	22.532970686521665	0.04316405417303044	0.1932042651532015	0.6505503070104632	0.8613495517581234
ENSG00000261613.2	NA	ENSG00000261613.2	NA	NA	2.816869585465307	-0.04174191560430015	0.29761355720472976	0.6506362227513223	NA
ENSG00000186577.14	SMIM29	SMIM29	221491	small integral membrane protein 29	303.96229613997946	-0.03450737465933678	0.10643829875402248	0.6507296437510603	0.8615145219677143
ENSG00000188163.8	CIMIP2A	CIMIP2A	401565	ciliary microtubule inner protein 2A	1.1714546371163594	-0.034406964584105526	0.363298414914813	0.6507408610440455	NA
ENSG00000176236.6	RPP38-DT	RPP38-DT	221060	RPP38 divergent transcript	1.851252041632438	-0.038893040727323885	0.3288310311403627	0.6507550997344717	NA
ENSG00000248690.8	HAS2-AS1	HAS2-AS1	594842	HAS2 antisense RNA 1	18.07455722565137	-0.043269337948479966	0.1963941133371281	0.6507746623502066	0.8615145219677143
ENSG00000144681.10	STAC	STAC	6769	SH3 and cysteine rich domain	232.0927032120847	0.04384507621691715	0.21504216956509814	0.6508947512604994	0.861542895098881
ENSG00000102359.7	SRPX2	SRPX2	27286	sushi repeat containing protein X-linked 2	1290.0231055416414	0.04087968288601584	0.15703106781579923	0.6510094725766341	0.861542895098881
ENSG00000047662.5	FAM184B	FAM184B	27146	family with sequence similarity 184 member B	6.221502057640656	0.04289591466860307	0.27848928638982556	0.6510378486888513	0.861542895098881
ENSG00000079459.13	FDFT1	FDFT1	2222	farnesyl-diphosphate farnesyltransferase 1	944.7207460208768	0.031133066531885585	0.0911408489493863	0.651040622097087	0.861542895098881
